MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID
2021 / 07,Brooklyn,6,2402.3,560,410.6,,,,,3
2021 / 07,Manhattan,2,1850.3,410.9,263.2,,,,,1
2021 / 07,Queens,3,5570.9,428.3,550.2,,,,,4
2021 / 07,Manhattan,8,4657.4,1096,715.9,,,,,1
2021 / 07,Manhattan,6,2819.8,663.6,437.2,,,,,1
2021 / 07,Queens,11,3471.4,491.2,472.1,,,,,4
2021 / 07,Queens,5,5448,658.5,764,,,,,4
2021 / 07,Manhattan,4,2445.7,610.4,408.6,,,,,1
2021 / 07,Bronx,9,4327,293.8,456.7,,,,,2
2021 / 07,Brooklyn,2,2766.5,525.2,417.1,,,,,3
2021 / 07,Queens,2,3423.7,474.7,424.8,,,,,4
2021 / 07,Manhattan,7,4385.4,1064.6,730.4,,,,,1
2021 / 07,Brooklyn,17,5466.5,368.8,527.7,,,,,3
2021 / 07,Brooklyn,16,2791,129.4,210.9,,,,,3
2021 / 07,Staten Island,3,6473.4,834.3,798.1,,,,,5
2021 / 07,Manhattan,9,2300.2,298.8,304,,,,,1
2021 / 07,Queens,13,6739.2,519.1,1038.2,,,,,4
2021 / 07,Queens,6,3048.8,443.6,417.1,,,,,4
2021 / 07,Bronx,11,3623.2,341.1,393,,,,,2
2021 / 07,Bronx,10,3022.3,357.5,458.6,,,,,2
2021 / 07,Manhattan,12,5116.1,505.5,539.4,,,,,1
2021 / 07,Queens,7,7617.5,881.8,863,,,,,4
2021 / 07,Manhattan,1,1317.3,424.5,259.5,,,,,1
2021 / 07,Manhattan,10,2856.9,289.2,271.3,,,,,1
2021 / 07,Bronx,12,4864,428.1,681.4,,,,,2
2021 / 07,Queens,8,4245.6,494.1,447.1,,,,,4
2021 / 07,Staten Island,1,6396.8,685.6,814.2,,,,,5
2021 / 07,Brooklyn,3,4514.7,460,440.3,,,,,3
2021 / 07,Bronx,1,2354.7,146.2,151.2,,,,,2
2021 / 07,Bronx,7,3946.8,371.4,575.5,,,,,2
2021 / 07,Brooklyn,8,3023,334.4,306.6,,,,,3
2021 / 08,Manhattan,5,1263.9,290.4,170.6,,,,,1
2021 / 08,Brooklyn,7,3518.3,414.8,385.5,,,,,3
2021 / 08,Staten Island,1,6146,607.5,727.8,,,,,5
2021 / 08,Manhattan,3,2862.9,362.7,268,,,,,1
2021 / 08,Bronx,12,4475.6,372.7,622.2,,,,,2
2021 / 08,Brooklyn,8,2880.7,364.8,329.2,,,,,3
2021 / 08,Queens,4,4350.3,326.8,636.6,,,,,4
2021 / 08,Bronx,3,2301.8,149,218.2,,,,,2
2021 / 08,Brooklyn,4,3731.7,314.2,386.9,,,,,3
2021 / 08,Staten Island,3,6115.6,695.6,697.4,,,,,5
2021 / 08,Manhattan,12,4904.7,450.4,485.4,,,,,1
2021 / 08,Queens,3,5233.7,351.4,485.6,,,,,4
2021 / 08,Queens,9,4420.7,462.2,572.3,,,,,4
2021 / 08,Manhattan,6,2741.8,522.6,345.6,,,,,1
2021 / 08,Queens,1,4166.6,618.7,615.8,,,,,4
2021 / 08,Bronx,1,2298.3,166.8,177,,,,,2
2021 / 08,Brooklyn,16,2596.7,114.8,170.2,,,,,3
2021 / 08,Queens,6,2908.3,387.2,372.1,,,,,4
2021 / 08,Bronx,2,1677.2,111.7,149.6,,,,,2
2021 / 08,Manhattan,10,2763.8,266.3,251.3,,,,,1
2021 / 08,Queens,8,4110.8,439.1,396.7,,,,,4
2021 / 08,Manhattan,2,1794.5,428.9,277.4,,,,,1
2021 / 08,Bronx,7,3817.6,349.2,559.7,,,,,2
2021 / 08,Bronx,8,2411.5,324,388.5,,,,,2
2021 / 08,Brooklyn,9,3159.4,302.6,242.6,,,,,3
2021 / 08,Bronx,6,2541.9,168.3,218.4,,,,,2
2021 / 08,Queens,13,6337.9,457.7,884.4,,,,,4
2021 / 08,Queens,11,3323.6,444.5,435.3,,,,,4
2021 / 08,Staten Island,2,4717.7,491.9,586.5,,,,,5
2021 / 08,Bronx,10,2841.3,299.4,377.3,,,,,2
2021 / 08,Bronx,11,3362.4,281.5,348,,,,,2
2021 / 08,Queens,14,3648.4,258,270,,,,,4
2021 / 08,Manhattan,11,2337.2,208.4,179.3,,,,,1
2021 / 08,Brooklyn,15,4592.1,497.6,479.1,,,,,3
2021 / 08,Brooklyn,1,5442.7,693.2,497.3,,,,,3
2021 / 08,Brooklyn,14,4938.3,485.8,414.5,,,,,3
2021 / 08,Brooklyn,10,3557,466.2,445,,,,,3
2021 / 08,Manhattan,8,4471.3,962.2,624.7,,,,,1
2021 / 08,Queens,7,7312.9,753.5,771.5,,,,,4
2021 / 08,Brooklyn,12,5864.3,679.9,338.6,,,,,3
2021 / 08,Queens,5,5160.2,591.9,671.3,,,,,4
2021 / 08,Brooklyn,6,2252.2,500.5,370.7,,,,,3
2021 / 08,Brooklyn,5,5357.7,290.3,491,,,,,3
2021 / 08,Brooklyn,3,4550.8,493.1,430.6,,,,,3
2021 / 08,Manhattan,9,2215.8,247.9,237.1,,,,,1
2021 / 08,Queens,2,3287.7,460.2,400.5,,,,,4
2021 / 08,Brooklyn,17,5071,334.6,496.4,,,,,3
2021 / 08,Bronx,9,4071.9,238.4,388.1,,,,,2
2021 / 08,Bronx,5,3588.5,258.2,399.3,,,,,2
2021 / 08,Queens,10,4363.8,365.4,548.4,,,,,4
2021 / 08,Brooklyn,13,2293.4,187.2,238.8,,,,,3
2021 / 08,Brooklyn,11,5422.6,564.7,528.4,,,,,3
2021 / 08,Brooklyn,18,6259.8,534.4,660.4,,,,,3
2021 / 08,Bronx,4,4178.1,326,405.2,,,,,2
2021 / 08,Manhattan,4,2360.5,476.6,333.8,,,,,1
2021 / 08,Queens,12,8049,526.8,911.3,,,,,4
2021 / 08,Brooklyn,2,2578.5,503.8,383.1,,,,,3
2021 / 08,Manhattan,1,1254.9,352.8,208.5,,,,,1
2021 / 08,Manhattan,7,4161.4,950.3,650.3,,,,,1
2021 / 09,Manhattan,7,4554.8,1142.5,707.2,,14.5,,,1
2021 / 09,Brooklyn,17,5015.2,337.6,496.7,,,,,3
2021 / 09,Manhattan,8,4953.4,1228.1,728.1,,,,,1
2021 / 09,Queens,14,3369.7,266,288.2,,,,,4
2021 / 09,Brooklyn,10,3752.8,508.5,471.5,,,,,3
2021 / 09,Queens,9,4528.1,465.2,575.7,,20,,,4
2021 / 09,Manhattan,2,1979.7,498.6,306.8,,9.6,,,1
2021 / 09,Bronx,2,1681.6,143.5,175.1,,,,,2
2021 / 09,Brooklyn,4,3857.2,331.5,406.8,,,,,3
2021 / 09,Brooklyn,1,6071.4,805.5,557.8,,,,,3
2021 / 09,Manhattan,4,2487,614.3,386.4,,,,,1
2021 / 09,Brooklyn,14,5138.5,475.5,436.8,,,,,3
2021 / 09,Queens,11,3655.3,521,483.8,,27.8,,,4
2021 / 09,Queens,8,4241.4,487.3,430.6,,,,,4
2021 / 09,Brooklyn,15,5018.9,547.6,524.5,,1.7,,,3
2021 / 09,Queens,3,5449.2,421.9,530.5,,,,,4
2021 / 09,Manhattan,5,1360.9,330,185.9,,,,,1
2021 / 09,Brooklyn,2,2675.9,593,416.9,,12.1,,,3
2021 / 09,Brooklyn,13,2216,190.3,242.6,,,,,3
2021 / 09,Bronx,5,3496.4,286.2,371.7,,,,,2
2021 / 09,Staten Island,3,6552.4,792.9,769.9,,8.1,,,5
2021 / 09,Queens,12,7702,553.6,945.6,,,,,4
2021 / 09,Manhattan,10,2764,303.1,268.7,,17.7,,,1
2021 / 09,Queens,2,3436.5,507,423.6,,36.7,,,4
2021 / 09,Brooklyn,12,7192.7,773.8,424.3,,38.9,,,3
2021 / 09,Manhattan,6,2857,655.6,400.4,,,,,1
2021 / 09,Bronx,10,2722.5,351,431.4,,,,,2
2021 / 09,Bronx,1,2412.1,148.5,153,,,,,2
2021 / 09,Manhattan,9,2271.8,326.2,269.1,,12.7,,,1
2021 / 09,Bronx,6,2529.8,218.9,242.9,,34.5,,,2
2021 / 09,Manhattan,3,2970.3,465,327.8,,14.4,,,1
2021 / 09,Brooklyn,11,5612.8,598.2,547.7,,34.6,,,3
2021 / 09,Manhattan,11,2408.8,254.8,191.2,,,,,1
2021 / 09,Bronx,11,3600.8,332,383.5,,,,,2
2021 / 09,Queens,7,7748.2,897.2,879,,,,,4
2021 / 09,Bronx,8,2507.5,342.6,365,,,,,2
2021 / 09,Queens,6,3068.1,436.7,400.3,,,,,4
2021 / 09,Bronx,12,4769.7,408.3,653.1,,,,,2
2021 / 09,Bronx,4,4130.5,319.3,376.9,,,,,2
2021 / 09,Queens,10,4387.6,372.6,546,,,,,4
2021 / 09,Bronx,3,2330.4,166,224.3,,,,,2
2021 / 09,Brooklyn,3,4543,525.1,440.4,,,,,3
2021 / 09,Brooklyn,16,2418.5,139.4,196.3,,,,,3
2021 / 09,Brooklyn,8,2777.7,351.1,315,,21.3,,,3
2021 / 09,Queens,4,4396.1,398.9,640.2,,,,,4
2021 / 09,Staten Island,2,5003.4,516.2,628.9,,10.7,,,5
2021 / 09,Brooklyn,7,3647.1,441.7,402.3,,,,,3
2021 / 09,Brooklyn,9,3252.6,331.9,283.4,,,,,3
2021 / 09,Brooklyn,5,5300.9,310.8,499.5,,,,,3
2021 / 09,Manhattan,12,4890.5,522.4,540.1,,33.9,,,1
2021 / 09,Queens,5,5677.5,709.7,765.4,,27.1,,,4
2021 / 09,Queens,1,4571.9,682.8,640.6,,,,,4
2021 / 09,Queens,13,6284.9,479,906,,,,,4
2021 / 09,Brooklyn,6,2446.6,601.6,410.1,,14.7,,,3
2021 / 09,Staten Island,1,6344.5,639.6,772.6,,,,,5
2021 / 09,Brooklyn,18,6335.7,564.2,692.2,,,,,3
2021 / 09,Bronx,9,4180.5,286.3,423.2,,,,,2
2021 / 09,Bronx,7,3770.5,351.3,559.4,,,,,2
2021 / 09,Manhattan,1,1371.9,461.2,240.3,,,,,1
2021 / 10,Brooklyn,14,5229.1,470.4,400.1,,,,,3
2021 / 10,Brooklyn,1,6249.4,729.5,485.5,,,,,3
2021 / 10,Queens,1,4324.3,613.6,601.4,,,,,4
2021 / 10,Manhattan,3,2919.1,395.7,290.4,,22.8,,,1
2021 / 10,Brooklyn,15,5122.2,532,484.1,,4.7,,,3
2021 / 10,Queens,2,3483.4,458,394.4,,63.6,,,4
2021 / 10,Manhattan,4,2494,558,400.4,,,,,1
2021 / 10,Queens,6,3014.1,405.6,375.6,,,,,4
2021 / 10,Manhattan,7,4701.3,1103,745.1,,21.1,,,1
2021 / 10,Bronx,6,2453.9,150.9,204.1,,68.7,,,2
2021 / 10,Manhattan,11,2335.8,218.6,185.5,,,,,1
2021 / 10,Brooklyn,11,5607.6,558.2,520.4,,51.7,,,3
2021 / 10,Staten Island,1,6054.6,540.4,625,,,,,5
2021 / 10,Queens,4,4496.2,354,565.5,,,,,4
2021 / 10,Brooklyn,17,4793.2,313,455.9,,,,,3
2021 / 10,Brooklyn,16,2460.3,115.2,169.2,,,,,3
2021 / 10,Bronx,7,3794.4,325.5,546.8,,,,,2
2021 / 10,Queens,11,3461,453.5,422.7,,64.8,,,4
2021 / 10,Bronx,10,3031.7,327.7,390.3,,,,,2
2021 / 10,Manhattan,12,4799.4,420.9,456.2,,50.2,,,1
2021 / 10,Brooklyn,8,2787.6,320.1,275,,26.6,,,3
2021 / 10,Manhattan,8,5081.7,1210.6,752.9,,,,,1
2021 / 10,Brooklyn,9,3342.2,324.9,269.6,,,,,3
2021 / 10,Brooklyn,6,2365.3,560.4,406.2,40,19.6,,,3
2021 / 10,Brooklyn,2,2701.8,538.2,396.5,,21,,,3
2021 / 10,Manhattan,10,2769.2,271.8,248.8,,20.9,,,1
2021 / 10,Manhattan,1,1469.5,397.1,249.9,,,,,1
2021 / 10,Brooklyn,10,3766.7,447.2,409.2,,,,,3
2021 / 10,Bronx,1,2328.3,143.1,137.1,,,,,2
2021 / 10,Brooklyn,5,5222.7,263.9,423.6,,,,,3
2021 / 10,Brooklyn,4,3615.4,301.3,378.8,,,,,3
2021 / 10,Bronx,3,2217.7,126.3,155.4,,,,,2
2021 / 10,Bronx,4,4138.6,307.1,376.5,,,,,2
2021 / 10,Queens,13,5935.5,480.1,797,,,,,4
2021 / 10,Manhattan,2,2017.9,454.6,283.5,,15.4,,,1
2021 / 10,Queens,3,5480.9,380,504.2,,,,,4
2021 / 10,Queens,10,4260.7,355.6,501.4,,,,,4
2021 / 10,Manhattan,6,2873.5,592.6,415.4,,,,,1
2021 / 10,Bronx,11,3418.8,299.2,357.1,,,,,2
2021 / 10,Brooklyn,3,4536.1,490.4,373.1,,,,,3
2021 / 10,Queens,8,4143.6,446.8,393.4,,,,,4
2021 / 10,Queens,7,7529.9,802.3,789.8,,,,,4
2021 / 10,Brooklyn,12,7277,681.9,398.1,,70.3,,,3
2021 / 10,Staten Island,3,6304.1,639.1,600.5,,9.8,,,5
2021 / 10,Brooklyn,18,6214,520.6,600,,,,,3
2021 / 10,Bronx,2,1646.9,111.5,166.5,,,,,2
2021 / 10,Bronx,12,4408.9,369.3,603,,,,,2
2021 / 10,Queens,9,4325.8,427.2,523.7,,46.7,,,4
2021 / 10,Manhattan,9,2277.2,296.3,274.4,,24,,,1
2021 / 10,Bronx,9,4140.3,250.4,380.5,,,,,2
2021 / 10,Queens,5,5478.9,623.7,704.1,,45.9,,,4
2021 / 10,Queens,12,7329,486.4,842.2,,,,,4
2021 / 10,Brooklyn,7,3560.2,389.8,371,,,,,3
2021 / 10,Bronx,5,3608.2,254.1,370.4,,,,,2
2021 / 10,Bronx,8,2502.3,319.4,357.6,,,,,2
2021 / 10,Queens,14,3326.5,239.7,252.6,,,,,4
2021 / 10,Staten Island,2,4848.5,466.4,493,,10.1,,,5
2021 / 10,Manhattan,5,1383.8,288,168.1,,,,,1
2021 / 10,Brooklyn,13,2232.8,191.1,240.5,,,,,3
2021 / 11,Queens,4,4419.6,310.5,457.9,,,,,4
2021 / 11,Manhattan,1,1463.4,354.9,217.9,,,,,1
2021 / 11,Brooklyn,6,2236.5,512.9,381.6,79,,,,3
2021 / 11,Manhattan,12,5109.2,408.6,431.6,,,,,1
2021 / 11,Staten Island,1,5927.5,562.3,646.9,,,,,5
2021 / 11,Queens,5,5343.6,568,624.1,,,,,4
2021 / 11,Brooklyn,7,3403.6,377.7,369,,,,,3
2021 / 11,Brooklyn,4,3571.2,264.4,345.3,,,,,3
2021 / 11,Queens,11,3205.7,426.1,403.1,,,,,4
2021 / 11,Queens,12,7008,472.3,754.4,,,,,4
2021 / 11,Brooklyn,8,2773.2,338.4,298.2,,,,,3
2021 / 11,Bronx,1,2359.3,148.7,163.9,,,,,2
2021 / 11,Bronx,4,4208.7,305.7,380.6,,,,,2
2021 / 11,Manhattan,5,1355.2,276.4,178.8,,,,,1
2021 / 11,Brooklyn,2,2662.8,504.2,383.1,,,,,3
2021 / 11,Brooklyn,3,4602.6,423.3,354.7,,,,,3
2021 / 11,Queens,7,7017.6,715.2,724.8,,,,,4
2021 / 11,Brooklyn,9,3185.6,258.4,235,,,,,3
2021 / 11,Brooklyn,14,4941.9,460,388.2,,,,,3
2021 / 11,Manhattan,7,4641.8,979.5,692.2,,,,,1
2021 / 11,Bronx,12,4218.7,346.8,541.6,,,,,2
2021 / 11,Manhattan,11,2413.6,201.6,174.3,,,,,1
2021 / 11,Brooklyn,18,5767.4,499.9,551.2,,,,,3
2021 / 11,Brooklyn,11,5171.5,510,492.6,,,,,3
2021 / 11,Staten Island,2,4487,490.3,484.4,,3.2,11.4,,5
2021 / 11,Queens,14,3045.8,203.9,204.3,,,,,4
2021 / 11,Brooklyn,5,4999.7,261.8,430.8,,,,,3
2021 / 11,Queens,10,4143,342.3,479.2,,,,,4
2021 / 11,Queens,6,2815.9,369.9,350.3,,,,,4
2021 / 11,Bronx,8,2457.4,328.8,376,,,,,2
2021 / 11,Manhattan,8,5259.5,1057.5,703.9,,,,,1
2021 / 11,Brooklyn,16,2363.6,99.8,142.6,,,,,3
2021 / 11,Brooklyn,10,3600.3,431.9,407.6,,,,,3
2021 / 11,Queens,9,4199.3,421.5,491.2,,,,,4
2021 / 11,Queens,3,5206.8,329.3,442.3,,,,,4
2021 / 11,Queens,2,3255.4,437.6,385.7,,,,,4
2021 / 11,Bronx,9,3960.1,215.8,331.6,,,,,2
2021 / 11,Bronx,5,3535.8,250,366,,,,,2
2021 / 11,Bronx,6,2510.5,161.4,219.4,,,,,2
2021 / 11,Queens,1,4104,596,592.1,,,,,4
2021 / 11,Bronx,7,3856.2,302.8,480.6,,,,,2
2021 / 11,Bronx,3,2343.3,139.9,175.4,,,,,2
2021 / 11,Manhattan,2,2115.2,463.8,299.3,,,,,1
2021 / 11,Bronx,10,2792.6,287.7,336.6,,,,,2
2021 / 11,Queens,13,5685,432.2,741,,,,,4
2021 / 11,Staten Island,3,6265.3,672.6,645.7,,,,,5
2021 / 11,Bronx,2,1671.8,81.8,111.7,,,,,2
2021 / 11,Bronx,11,3359.1,265.5,313.2,,,,,2
2021 / 11,Brooklyn,12,6554.6,610.7,338.9,,,,,3
2021 / 11,Brooklyn,1,5953,631.6,438.6,,,,,3
2021 / 11,Manhattan,4,2496.9,410.4,315.2,,,,,1
2021 / 11,Manhattan,6,2979.8,474.5,333.4,,,,,1
2021 / 11,Manhattan,9,2234.3,220,215.2,,,,,1
2021 / 11,Brooklyn,17,4661.7,302.2,425.7,,,,,3
2021 / 11,Manhattan,3,2862.1,305.4,247.2,,,,,1
2021 / 11,Queens,8,3949.1,406,357.7,,,,,4
2021 / 11,Brooklyn,13,2090.6,184.9,216,,,,,3
2021 / 11,Brooklyn,15,4704.7,497.2,449.5,,,,,3
2021 / 11,Manhattan,10,2682.3,240.4,224,,,,,1
2021 / 12,Brooklyn,16,2397.3,143.5,197.9,,,1.1,,3
2021 / 12,Brooklyn,1,5941.5,864.1,561.3,14.1,,2.9,,3
2021 / 12,Brooklyn,18,5675,687.1,694.1,,,72.7,,3
2021 / 12,Brooklyn,4,3429.9,343.2,405.9,,,,,3
2021 / 12,Brooklyn,2,2643.5,626.6,451.1,29.2,23.1,11.7,,3
2021 / 12,Manhattan,10,2707.1,335.5,296.4,,20.4,9.5,,1
2021 / 12,Brooklyn,14,5028.3,527.3,449.8,,,20,,3
2021 / 12,Manhattan,5,1332.2,326.7,201.2,,,,,1
2021 / 12,Queens,4,4262.8,429.6,677.4,,,5.6,,4
2021 / 12,Staten Island,2,4304.1,668.3,614.1,,9.1,108.7,,5
2021 / 12,Brooklyn,9,3158.4,353.1,311.4,,,4.4,,3
2021 / 12,Bronx,8,2410.6,374.4,392.1,16.4,,8.6,,2
2021 / 12,Bronx,4,4067.2,324.6,358.9,,,,,2
2021 / 12,Bronx,6,2473,187.5,212.7,,51.5,,,2
2021 / 12,Brooklyn,13,2107.1,232.5,249.8,,,6,,3
2021 / 12,Brooklyn,3,4546.3,578.2,393.4,,,,,3
2021 / 12,Brooklyn,11,5268.5,664.4,567.8,,53.6,37.7,,3
2021 / 12,Bronx,2,1643.2,167.2,203.2,,,8,,2
2021 / 12,Queens,9,4181.9,525.4,546.4,,47.8,26.4,,4
2021 / 12,Staten Island,3,5829.6,999.4,799,,6.2,220.5,,5
2021 / 12,Brooklyn,10,3488.6,565.6,515.7,,,5.3,,3
2021 / 12,Queens,11,3110,531.8,450.6,,42.8,165.9,,4
2021 / 12,Queens,7,6877.8,901.7,811.3,,,183.4,,4
2021 / 12,Manhattan,9,2236,304.4,286,,12.4,,,1
2021 / 12,Manhattan,2,1982.2,497.4,321.7,,11.9,,,1
2021 / 12,Queens,3,5141.9,482.7,571.2,,,5.4,,4
2021 / 12,Queens,5,5121.8,777.3,757,,31.7,7.5,,4
2021 / 12,Manhattan,1,1375.5,469.1,277,,,,,1
2021 / 12,Manhattan,6,2810.2,691.4,472.5,4.8,,,,1
2021 / 12,Queens,7A,,,,,,12,,
2021 / 12,Queens,13,5496,554.3,871.6,,,94.1,,4
2021 / 12,Queens,2,3287,549.1,455,,46.8,33.3,,4
2021 / 12,Manhattan,8,5012.6,1298.4,832.6,,,,,1
2021 / 12,Bronx,10,2762.5,388.2,409.8,,,8.6,,2
2021 / 12,Manhattan,11,2399.5,264.3,196.9,,,,,1
2021 / 12,Manhattan,7,4605.4,1224.6,817.7,14.6,8.8,,,1
2021 / 12,Queens,6,2836.8,489.1,412.8,,,94,,4
2021 / 12,Queens,8,3863.8,508.7,406.5,,,100.6,,4
2021 / 12,Brooklyn,8,2801.1,377.5,317.7,,30.3,5.3,,3
2021 / 12,Manhattan,3,2784.6,410.1,332.1,,16.8,,,1
2021 / 12,Bronx,12,4097.6,434.6,640.7,,,14.4,,2
2021 / 12,Bronx,7,3749.1,412.9,613,,,8.6,,2
2021 / 12,Brooklyn,12,6916.3,769,431.2,,27.5,13.6,,3
2021 / 12,Brooklyn,7,3335.7,453.2,420.1,30.5,,4.7,,3
2021 / 12,Brooklyn,6,2186.2,671.1,464.9,99.9,23.9,10.6,,3
2021 / 12,Queens,10,3923.9,438.6,534.9,,,43.5,,4
2021 / 12,Bronx,5,3460,289.8,366.3,,,,,2
2021 / 12,Bronx,9,3911.2,302.5,414.3,,,11.5,,2
2021 / 12,Bronx,1,2316.9,147.2,147.4,,,,,2
2021 / 12,Brooklyn,17,4727,409.1,513.6,,,13.8,,3
2021 / 12,Brooklyn,5,5102.3,354.8,494,,,3,,3
2021 / 12,Queens,1,4169.8,718.4,661.7,,,29.6,,4
2021 / 12,Bronx,11,3191.6,346.8,382,,,8.6,,2
2021 / 12,Queens,12,7122.7,604.6,917.4,,,224.3,,4
2021 / 12,Bronx,3,2241,168.2,185,,,,,2
2021 / 12,Manhattan,12,4809.4,559.6,583.8,,29.4,,,1
2021 / 12,Brooklyn,15,4787.6,646.4,550.4,,4.9,17,,3
2021 / 12,Staten Island,1,5504,753.6,782.6,,,215.4,,5
2021 / 12,Queens,14,3164.2,310.4,281.6,,,3.4,,4
2021 / 12,Manhattan,4,2455.5,598.6,436.7,,,,,1
2022 / 01,Queens,3,4177.3,354.8,485.1,,,,22,4
2022 / 01,Bronx,1,1985.5,122.1,129,,,,6.8,2
2022 / 01,Bronx,10,2218.9,289.4,339.7,,,,9.8,2
2022 / 01,Manhattan,12,4142,402.5,453.5,,49.1,,15.1,1
2022 / 01,Manhattan,4,2225.1,421,321.3,,,3.6,23,1
2022 / 01,Queens,11,2452.5,433.5,406.1,,63.7,,42,4
2022 / 01,Bronx,2,1434.4,90.5,125.2,,,14,9.8,2
2022 / 01,Staten Island,3,4787.7,692.9,619,,14.7,,20.9,5
2022 / 01,Bronx,8,2120.5,301.6,348.1,14.3,,,7.2,2
2022 / 01,Brooklyn,4,2982.8,283.4,367.2,,,,6.4,3
2022 / 01,Queens,1,3547.6,611,610,,,,23.4,4
2022 / 01,Manhattan,11,2129.7,201.2,175.5,,,,9.8,1
2022 / 01,Manhattan,7,4108.3,937.9,689.5,24.9,35.5,,42.8,1
2022 / 01,Manhattan,9,1966.5,232.5,221.4,,50.3,,15.9,1
2022 / 01,Queens,2,2842.6,418.4,411.5,,79,,15.2,4
2022 / 01,Brooklyn,6,1910.6,508.6,397.3,72,46.8,,33.4,3
2022 / 01,Brooklyn,14,4174.5,447.9,403.1,,,,9.1,3
2022 / 01,Bronx,4,3521.5,257.2,336.8,,,,12.4,2
2022 / 01,Bronx,12,3384.3,327.1,523.4,,,,5.4,2
2022 / 01,Manhattan,3,2511.5,305.3,268,,37.7,,11.1,1
2022 / 01,Brooklyn,2,2269.4,508.1,403.8,28.7,36.2,,40.1,3
2022 / 01,Manhattan,5,1218,241.3,165.5,,,,17.4,1
2022 / 01,Bronx,6,2148.7,146.6,183.3,,52.7,,9.2,2
2022 / 01,Brooklyn,10,2958.6,442.3,437.4,,,,25.9,3
2022 / 01,Brooklyn,15,3891.4,491.9,469.1,,24.9,,5.9,3
2022 / 01,Brooklyn,5,4114.3,249.2,405,,,,2.1,3
2022 / 01,Staten Island,1,4524.8,587.5,643.4,,,,21.7,5
2022 / 01,Brooklyn,8,2374.6,311.7,283.7,,27.2,1,13.1,3
2022 / 01,Manhattan,6,2616.1,470.6,348.9,5.7,,,28.6,1
2022 / 01,Queens,12,5641.1,450.9,783.8,,,,10.1,4
2022 / 01,Queens,9,3458.2,417.4,497.7,,59.4,,27,4
2022 / 01,Queens,5,4187.8,569.7,649.2,,47.2,,40,4
2022 / 01,Brooklyn,17,3785.2,287.2,409.2,,,,4.1,3
2022 / 01,Queens,13,4220.6,423.9,747.9,,,,10,4
2022 / 01,Bronx,7,3328.6,291.8,476,,,,11.7,2
2022 / 01,Brooklyn,3,3886.2,431,356.3,,,,14.1,3
2022 / 01,Brooklyn,12,5852.2,620.6,348.1,,49.1,,3.6,3
2022 / 01,Queens,8,3101.5,400,363.5,,,,7.2,4
2022 / 01,Bronx,9,3349.8,227.5,343.6,,,,9.8,2
2022 / 01,Queens,6,2404.5,370.3,366.5,,,,13.6,4
2022 / 01,Bronx,3,1952.9,122.1,155.3,,,,4.2,2
2022 / 01,Brooklyn,18,4475.6,482.3,558.9,,,,8.7,3
2022 / 01,Queens,7,5727.6,723.2,722.8,,,,36.9,4
2022 / 01,Brooklyn,1,5239.2,697.8,476.7,17.8,,,28.4,3
2022 / 01,Manhattan,10,2475.8,234.7,240.3,,35.4,6,10.8,1
2022 / 01,Brooklyn,16,2058.6,104.6,155.3,,,,6.7,3
2022 / 01,Manhattan,1,1281.1,347.1,219.1,,,,32.8,1
2022 / 01,Brooklyn,13,1847.7,191.2,196.9,,,,3.3,3
2022 / 01,Queens,4,3679.4,310.7,513.8,,,,33,4
2022 / 01,Queens,7A,,,,,,1.5,,
2022 / 01,Brooklyn,9,2683.6,260.3,241.2,,,,6,3
2022 / 01,Manhattan,8,4458.1,980.5,703.9,,,,89.2,1
2022 / 01,Queens,10,3156.9,335,482.8,,,,11.3,4
2022 / 01,Manhattan,2,1716.9,409.4,284.7,,27.4,,26.3,1
2022 / 01,Brooklyn,11,4427.4,521.5,497.6,,81.5,18.2,11.8,3
2022 / 01,Brooklyn,7,2862.8,376.1,367.8,28.1,,,15.2,3
2022 / 01,Queens,14,2587.2,221.6,224.8,,,,13.5,4
2022 / 01,Bronx,5,3039,202.7,319.9,,,,7.6,2
2022 / 01,Staten Island,2,3519.6,500.9,491.5,,16.4,18.1,14.3,5
2022 / 01,Bronx,11,2736.6,278.6,321.4,,,,8.6,2
2022 / 02,Queens,7,5910.2,699.6,695.1,,,,,4
2022 / 02,Bronx,12,3396.4,335.7,517.2,,,,,2
2022 / 02,Brooklyn,5,4390,237.8,373.5,,,,,3
2022 / 02,Manhattan,3,2612.4,345,294.5,,49.6,,,1
2022 / 02,Queens,1,3714.1,569.8,568.5,,,,,4
2022 / 02,Queens,5,4403,548.2,645.9,,47.6,,,4
2022 / 02,Brooklyn,8,2475.7,293.1,265.5,,30.7,,,3
2022 / 02,Manhattan,6,2630.1,536.2,419.9,5.3,,,,1
2022 / 02,Queens,11,2490.1,393.6,377.8,,58.4,,,4
2022 / 02,Queens,9,3515,404.3,469.1,,64.3,,,4
2022 / 02,Bronx,4,3605.5,261.6,310.9,,,,,2
2022 / 02,Bronx,1,2121.5,121.4,131.8,,,,,2
2022 / 02,Bronx,7,3341.2,264.5,437.4,,,,,2
2022 / 02,Staten Island,1,4706,544.3,627.8,,,,,5
2022 / 02,Manhattan,5,1219.6,262.3,171.7,,,,,1
2022 / 02,Queens,13,4359.1,395.9,732.8,,,,,4
